f0,f1,f2,f3,f4,f5,f6,f7,x0,x1,x2,x3,x4,x5,x6,x7,distance_to_ideal
-0.6877780453497238,0.6662893344443379,-1.0,-0.2246458867747717,-0.0815436971088212,0.16580165298774102,0.8595025756883865,-0.9009105110889367,0.6877780453497238,0.6662893344443379,1.0,0.2246458867747717,0.0815436971088212,0.16580165298774102,0.8595025756883865,0.9009105110889367,1.6619908543481292
-0.00011316886403178739,0.019450813271223846,-0.9486260465760286,-0.03114250142085917,-0.021648645393826604,0.009780543129818742,0.509867706719584,-0.9937544719562984,0.00011316886403178739,0.019450813271223846,0.9486260465760286,0.03114250142085917,0.021648645393826604,0.009780543129818742,0.509867706719584,0.9937544719562984,1.7772864884196806
-0.7898532829030612,0.7904899682152235,-0.7480326125055313,-0.47997870112121654,-0.6220079580723411,0.3276504269293517,0.699227554999472,-1.0,0.7898532829030612,0.7904899682152235,0.7480326125055313,0.47997870112121654,0.6220079580723411,0.3276504269293517,0.699227554999472,1.0,1.3198854904506139
-0.22041331908838685,0.0029679743263181235,-0.9932905789887824,-3.076906977095284e-06,-0.8170135200231416,0.49176654652990004,0.0009180775092972825,-0.8416181798708158,0.22041331908838685,0.0029679743263181235,0.9932905789887824,3.076906977095284e-06,0.8170135200231416,0.49176654652990004,0.0009180775092972825,0.8416181798708158,1.3813786940611967
-0.43541369863773144,0.9998972836867303,-0.9056075570628112,-0.9919996178505779,-0.9977497555328756,0.2198994107798095,0.025979138236402313,-0.26717380409413527,0.43541369863773144,0.9998972836867303,0.9056075570628112,0.9919996178505779,0.9977497555328756,0.2198994107798095,0.025979138236402313,0.26717380409413527,1.3833279338244606
-0.9192594945475527,0.04409088874196938,-0.5755210959152409,-1.0,-0.3320770482836156,0.1387026479347203,0.7323529648167225,-0.08006197542157767,0.9192594945475527,0.04409088874196938,0.5755210959152409,1.0,0.3320770482836156,0.1387026479347203,0.7323529648167225,0.08006197542157767,1.4271060590644606
-1.0,0.05235609325034589,-0.8920317742143037,-0.9078161699960348,-0.35765212241303757,0.3588606720722482,0.5446372521755485,-0.9653968427521785,1.0,0.05235609325034589,0.8920317742143037,0.9078161699960348,0.35765212241303757,0.3588606720722482,0.5446372521755485,0.9653968427521785,0.9285015075611995
-0.9975551901006556,0.721761177608736,-0.9475284826568784,-0.9765318261323889,-0.5465122999036426,0.2333409025190116,0.011551667596175581,-1.9666507002080724e-05,0.9975551901006556,0.721761177608736,0.9475284826568784,0.9765318261323889,0.5465122999036426,0.2333409025190116,0.011551667596175581,1.9666507002080724e-05,1.335830217220607
-0.9183712420371811,0.010071726711575663,-0.000797305096026879,-0.8602875199035095,-0.28213017031989873,0.19495059704519035,0.04765037737798447,-0.7485984128978761,0.9183712420371811,0.010071726711575663,0.000797305096026879,0.8602875199035095,0.28213017031989873,0.19495059704519035,0.04765037737798447,0.7485984128978761,1.2819931515099934
-0.6971065907739104,0.0,-0.7676721327726682,-0.8789571133723634,-0.003282393032284059,0.04012259154841501,0.881345600975916,-0.9807274894299317,0.6971065907739104,0.0,0.7676721327726682,0.8789571133723634,0.003282393032284059,0.04012259154841501,0.881345600975916,0.9807274894299317,1.390168818547387
