Estado,Ano,Fuzzy_Score,Área Agrícola_mu,Pastagem com Manejo_mu,Vegetação Florestal_mu,Mosaico de Ocupações em Área Florestal_mu,Mosaico de Ocupações em Área Campestre_mu,Área Descoberta_mu,Área Artificial_mu,Área Úmida_mu
PR,2012,0.39060572419682527,0.1024131363805277,0.9833605548778387,0.005701677405172356,0.07958617227112655,0.010094627257073349,1.0,0.9436896253828634,0.0
PR,2000,0.3905885684522845,0.0960551374953549,0.9829674692973661,0.005776191337916229,0.08549732032691301,0.010303944645424242,1.0,0.9441084845153015,0.0
MS,2020,0.3902114587279116,0.07083362365291714,0.8697155385404953,0.010955280995506142,0.005193568784591229,0.00842008815026619,1.0,0.980523050341632,0.1760505193578848
MS,2018,0.3899156558605642,0.06598673820141213,0.8677059437189782,0.011041182439566354,0.005216067144579198,0.008345049841234737,1.0,0.9784287546794419,0.18260151085930124
PR,2020,0.3895554251194904,0.1047298866592345,0.9838552243723659,0.005692022776012851,0.07805628379194464,0.010106475411130945,1.0,0.9340035079452341,0.0
MS,2016,0.389265147052492,0.0628919314381271,0.8656159651046005,0.011113468380965726,0.00531553357821022,0.008127833683512109,1.0,0.9784549333752193,0.18260151085930124
MS,2014,0.38846792886934617,0.059366000092902264,0.863487119601367,0.01112015235499923,0.0055452536749294856,0.008503025228669374,1.0,0.978507290766774,0.18121458923512748
MS,2000,0.387137826626157,0.04155779682274247,0.8620145945167653,0.011496187783032262,0.008185850662991144,0.013364717776970349,1.0,0.9797115107725333,0.18077195467422097
MS,2010,0.3865141008585505,0.04744983277591973,0.8567666811828607,0.011217193755781948,0.006695038282735706,0.009948500023696308,1.0,0.979057043378099,0.18097851746931068
MS,2012,0.3864622325832594,0.05017303047194351,0.8576146860306217,0.011168920609984421,0.005855494217921483,0.009249458934298037,1.0,0.9786643629414382,0.1789719074598678
PE,2014,0.38405633294636043,0.004052861389817912,0.9962519952405728,0.0010996375058082495,0.018462864680653543,0.07431162224925357,1.0,0.9782716825047776,0.0
PE,2018,0.38402517111662426,0.004100764121144556,0.9961857448618414,0.0010974095144637484,0.018455759935394184,0.07492772626024866,1.0,0.9774339642399016,0.0
PE,2012,0.38396669747724393,0.004288020252694166,0.9963544624930106,0.0010954290777130807,0.018497204282740442,0.07275556468302238,1.0,0.9787428990287704,0.0
PE,2016,0.38395368317514367,0.004063022575250836,0.996150411326518,0.00110038016958975,0.018455759935394184,0.07392853193472457,1.0,0.9779313594596717,0.0
PE,2020,0.3839219285120738,0.004157376439985136,0.9961724947860952,0.0010946864139315803,0.01841313146383803,0.07504620780082463,1.0,0.976491531191916,0.0
PE,2010,0.38286696202378634,0.004020926235600149,0.9963509291394782,0.0011417217867599385,0.018300639663898183,0.06409061468223251,1.0,0.9790308646823215,0.0
PE,2000,0.38169640205453126,0.003523028149386845,0.9964790132050255,0.001187766941212963,0.0184012902217391,0.05405917758013302,1.0,0.9799209403387523,0.0
PB,2020,0.38124265383996325,0.002461910070605723,0.9991555285057713,0.0010659700810468984,0.0031592433919948467,0.053545757570970444,1.0,0.9905233121285898,2.950897072710104e-05
PB,2018,0.3810739264967738,0.002416910535117057,0.9991572951825375,0.0010632469805147303,0.0031687163856739917,0.05346282049256726,1.0,0.9892929134270531,2.950897072710104e-05
PB,2014,0.3810725442143289,0.0024227169267930135,0.9991502284754727,0.0010672078540160657,0.0031521386467354877,0.05281117201939938,1.0,0.9899473808214875,2.950897072710104e-05
PB,2016,0.38106513665962977,0.002418362133036046,0.9991440451067912,0.0010674554086098993,0.0031497703983157017,0.05313107217895452,1.0,0.9895808790806042,2.950897072710104e-05
PB,2012,0.38094912338840947,0.002418362133036046,0.9991723119350499,0.0010719113912989015,0.0031474021498959152,0.05170139492267105,1.0,0.990052095604597,2.950897072710104e-05
SC,2000,0.380500049266734,0.010419569862504646,0.998922327172637,0.005280091931873966,0.05653719452555695,0.008929558774742895,0.9935982928781009,0.9703133589884552,0.0
PB,2010,0.3802931830254853,0.0023632014121144555,0.9991811453188807,0.0010889926582734106,0.0030680658278330764,0.04619595267057393,1.0,0.9904185973454802,2.950897072710104e-05
SC,2010,0.3802792233410033,0.012064230304719436,0.9989726774604728,0.005255088917896786,0.05417841909944986,0.009055939084690606,0.9935982928781009,0.9691091389826959,0.0
SC,2016,0.38026818238095694,0.012203583704942402,0.9989497106625126,0.005244444070361947,0.053962908493249306,0.009600954171340105,0.9935982928781009,0.9685855650671483,0.0
SC,2012,0.38024368372131534,0.012164390561129692,0.9989717941220897,0.005248652498457116,0.053971197362718555,0.009095432931549265,0.9935982928781009,0.9688997094164769,0.0
SC,2014,0.38024287794542755,0.012178906540319586,0.9989717941220897,0.005248404943863283,0.053986590977447166,0.009190218164010047,0.9935982928781009,0.96876881593759,0.0
SC,2018,0.38021457157490485,0.012631805091044222,0.9989779774907713,0.005240730751454445,0.053753318508098225,0.009269205857727366,0.9935982928781009,0.9682452420220424,0.0
PB,2000,0.37996630750677896,0.0021933644555927165,0.9992164788542042,0.0011013703879650838,0.003113062547809015,0.04347482662201229,1.0,0.9906018482159219,2.950897072710104e-05
AC,2000,0.3797065675281065,5.806391675956894e-05,0.9936099301367672,0.037335688732775464,0.006648857438549874,0.0,1.0,1.0,0.0
AP,2020,0.37946662684168614,0.00034402870680044594,0.9999973499848508,0.027911037790941635,0.0026003367649252936,0.001097928942670732,1.0,0.999031388256237,0.004750944287063267
AP,2018,0.3792874858216846,0.0002714488108509848,1.0,0.02791623643741214,0.0025932320196659347,0.001097928942670732,1.0,0.9976700960758135,0.004750944287063267
AP,2016,0.3792727857093116,0.00021628808992939428,0.9999991166616169,0.027934803031949645,0.0025091592007635234,0.001101878327356598,1.0,0.9976700960758135,0.004750944287063267
AP,2014,0.3792530885068189,0.00019161092530657747,0.9999991166616169,0.027987037051248508,0.0022652296135255404,0.0010426375570686088,1.0,0.9976700960758135,0.0048689801699716715
AP,2012,0.37923451913191625,0.0,0.9999081328081593,0.02799000770637451,0.002254572495636502,0.0011058277120424638,1.0,0.9977486321631457,0.0048689801699716715
AP,2010,0.37919983487685976,4.354793756967671e-06,0.9999125495000747,0.02807021539477655,0.0018792051211003829,0.0010623844804979385,1.0,0.9978009895547004,0.0048689801699716715
AC,2010,0.37919333804428906,2.9031958379784463e-06,0.9899255257409222,0.03584961850599317,0.008815804742654285,0.0,1.0,0.998952852168905,0.0
AC,2012,0.3791542211711128,5.8063916759568935e-06,0.9898310085339321,0.03578872007591014,0.008974477386779964,0.0,0.9997332622032542,0.9989004947773502,0.0
AP,2000,0.3791267869831429,1.4515979189892236e-06,0.9999805665555721,0.0282843501184425,0.0009354581258155656,0.0008807127849481051,1.0,0.9980627765124741,0.0048689801699716715
AC,2014,0.3791146569744892,5.8063916759568935e-06,0.9894025894181362,0.035462690675831465,0.009935986245213177,0.0,0.9997332622032542,0.9983769208618026,0.0
AC,2020,0.3791021738029983,4.645113340765515e-05,0.9882542495201264,0.034918070569397844,0.010991040916227948,0.0,0.9997332622032542,0.9988743160815728,0.0
AC,2018,0.37909379512158375,2.4677164622816797e-05,0.9888248861155989,0.035143097695192464,0.010673695627976591,0.0,0.9997332622032542,0.9983507421660253,0.0
AC,2016,0.37906142436926765,5.8063916759568935e-06,0.9890854709386089,0.035371838139894585,0.00994427511468243,0.0,0.9997332622032542,0.9983507421660253,0.0
SC,2020,0.37888136079877854,0.01289889910813824,0.9989823941826868,0.005247909834675615,0.05314941516105273,0.009059888469376472,0.9935982928781009,0.9581140867561978,0.0
SE,2014,0.3783632535179184,0.0021164297658862875,0.9969798660682344,0.0002953326304433233,0.008207164898769222,0.0248969210596989,0.9962656708455588,0.998115133904029,2.950897072710104e-05
RO,2000,0.37829629265567744,0.0019349800260126347,0.9668129769475182,0.041270816556352216,0.019146104349761873,0.00027250754332475,1.0,0.9907065629990314,0.0062263928234183195
SE,2012,0.37819839876234407,0.0021019137866963955,0.9969807494066174,0.0002960752942248237,0.008205980774559328,0.023565978420562076,0.9962656708455588,0.9981413125998063,2.950897072710104e-05
SE,2010,0.3779569072759863,0.00136450204384987,0.9969348158106971,0.00029756062178782445,0.008224926761917618,0.02239696055354576,0.9962656708455588,0.9981413125998063,2.950897072710104e-05
SP,2020,0.3779273990452107,0.14938249024526198,0.9690548897637865,0.007036244220528564,0.06079412106012272,0.023490940111530623,1.0,0.8134244351946386,0.00023607176581680832
SE,2000,0.37791268298597624,0.0012004714790040877,0.9973544015426622,0.00029954105853849215,0.008841855475271934,0.02116870191624145,0.9962656708455588,0.9981413125998063,2.950897072710104e-05
PI,2020,0.37779981715242367,0.018609485321441844,0.998765976278831,0.012299997549209522,0.01688442710886601,0.09348588489913272,0.8954387836756469,0.9868844734155344,2.950897072710104e-05
AL,2016,0.3775735648194206,0.00693428325901152,0.9977280536787069,0.00021784804257344884,0.012743544746869768,0.016500529217547907,0.9914643905041345,0.9949998691065212,0.0
AL,2018,0.37756368976400134,0.006918315681902639,0.9977218703100252,0.00021982847932411657,0.012716309890042226,0.016468934140060978,0.9914643905041345,0.9949998691065212,0.0
AL,2014,0.3775151160752439,0.006897993311036789,0.9977218703100252,0.00021933337013644964,0.01276367485843795,0.015975261054327738,0.9914643905041345,0.9950784051938533,0.0
PI,2016,0.37745458241423724,0.017272563638052768,0.9989576607079603,0.01216557540475795,0.017560562032714982,0.09161387655803226,0.8957055214723927,0.986360899499987,0.0
AL,2012,0.37744775406508513,0.006834123002601264,0.9977201036332591,0.00023567197332945828,0.012739992374240087,0.01529991627304466,0.9914643905041345,0.9952878347600722,0.0
ES,2020,0.3774299726630611,0.002975775733927908,0.9914749012648523,0.0008483695930672832,0.028848818125626105,0.006208432726181261,1.0,0.989083483860834,0.0
PI,2018,0.37742066258403634,0.017649979096989968,0.9988428267181594,0.012295789121114353,0.01685719225203847,0.09300800935214294,0.8946385702854095,0.9860729338464358,0.0
AL,2020,0.3774069117913329,0.006852993775548124,0.9977227536484083,0.00022057114310561696,0.01264999893428821,0.01649657983286204,0.9914643905041345,0.9938480064923165,0.0
AL,2000,0.3773916481864686,0.006667189241917503,0.9977580871837317,0.0002708247256538103,0.012738808250030195,0.014762799955766891,0.9914643905041345,0.9954710856305139,0.0
AL,2010,0.3773777402247865,0.006722349962839093,0.9977201036332591,0.0002594372143374709,0.012709205144782867,0.014806243187311417,0.9914643905041345,0.9953401921516271,0.0
PI,2014,0.377350845870088,0.015871771646228168,0.9990133110260947,0.012199242829519301,0.017586612765332632,0.0913887616309379,0.8957055214723927,0.9870415455901987,0.0
ES,2018,0.3770608456725612,0.003003356094388703,0.9914501677901258,0.0008444087195659478,0.028800269033020486,0.006184736418066066,1.0,0.9862038273253226,0.0
ES,2012,0.3770563604772288,0.002983033723522854,0.9913839174113945,0.0008330212082496084,0.028867764112984393,0.006153141340579138,1.0,0.9862300060211,0.0
PI,2012,0.37705249777140315,0.013640665644741734,0.9991502284754727,0.012281678509265846,0.017501355822220326,0.09015655360894773,0.8957055214723927,0.9879839786381842,0.0
ES,2016,0.377050754195997,0.002988840115198811,0.9913954008103746,0.0008463891563166155,0.028802637281440273,0.006168938879322601,1.0,0.9862038273253226,0.0
ES,2014,0.37704964991811796,0.0029990013006317355,0.9913768507043299,0.0008345065358126092,0.028829872138267817,0.006153141340579138,1.0,0.9862038273253226,0.0
ES,2000,0.3770327368904367,0.001066924470457079,0.9914590011739567,0.000940459901973332,0.030036494708148904,0.006188685802751931,1.0,0.9865703290662059,0.0
ES,2010,0.37702064424614734,0.0027725520252694165,0.9913874507649268,0.0008468842655042824,0.028776586548822626,0.006125495647778077,1.0,0.9862561847168774,0.0
SE,2016,0.37697894866010145,0.002059817447045708,0.9969727993611697,0.000293599748286489,0.008200060153509863,0.02485742721284024,0.985329421178981,0.9980889552082515,2.950897072710104e-05
SE,2018,0.3769668920790968,0.002085946209587514,0.9969621993005726,0.000293599748286489,0.00817993004194168,0.024817933365981582,0.985329421178981,0.9980365978166967,2.950897072710104e-05
SP,2018,0.37670908084764915,0.1470642883686362,0.9684109360825179,0.007017677625991054,0.061547224057614744,0.023877979810745485,1.0,0.8055184690698709,0.00023607176581680832
SE,2020,0.3767073268615241,0.0021033653846153845,0.9969683826692542,0.0002940948574741559,0.008114803210397557,0.024750793826321858,0.9850626833822352,0.9963349825911673,2.950897072710104e-05
SP,2016,0.37670669044357213,0.14585510730211818,0.9680655507747319,0.007020895835710889,0.06206705458575783,0.024209728124358225,1.0,0.8061991151600827,0.00023607176581680832
PI,2010,0.3766724837453356,0.010124895484949834,0.9992588790965922,0.012411644671028415,0.01736162916545294,0.08943381621143426,0.8957055214723927,0.989083483860834,0.0
SP,2014,0.37658679961772323,0.14410302861389818,0.9680275672242593,0.0071127385900231046,0.06275266250328594,0.023949068735091072,1.0,0.8065132595094112,0.00023607176581680832
SP,2012,0.37634967924222584,0.14072661185432925,0.9669587277807271,0.007141950032095453,0.06391665660161087,0.024466438128939512,1.0,0.8073509777742873,0.00023607176581680832
SP,2010,0.3763023062291872,0.1346415133779264,0.9664834917306278,0.007221167502122162,0.06720852190511376,0.02675313186205589,1.0,0.8078745516898348,0.00023607176581680832
PI,2000,0.37620845791432933,0.004855595039018952,0.9993869631621394,0.012579486685647503,0.01697086817618821,0.0865073221592076,0.8983728994398507,0.9909945286525825,0.0
SP,2000,0.3757380819547802,0.11470817075436641,0.9638953102681904,0.007521451224442154,0.07805273141931496,0.03233361242318447,1.0,0.8091573077829263,0.00023607176581680832
RO,2010,0.3748916861110185,0.002665133779264214,0.9448531847440395,0.03461555885573335,0.021178061493938468,0.0007701300137438588,1.0,0.988795518207283,0.006255901794145421
RO,2012,0.37465920397048896,0.002906099033816425,0.9431969252757562,0.03415312687445244,0.02096373501194781,0.0007819781678014566,1.0,0.9884551951621771,0.006816572237960341
RO,2016,0.37426738526239633,0.00487736900780379,0.9390364014914285,0.03233087750924431,0.0224805981248209,0.0012677524841629673,1.0,0.9873295112437498,0.006816572237960341
RO,2014,0.37416796420668536,0.0032065798030471945,0.9398561395109308,0.03305274670486269,0.02147882904325132,0.0008965103236915689,1.0,0.988036336029739,0.006816572237960341
DF,2020,0.3740640238136411,0.002016269509476031,0.999937282974801,0.0,0.0,0.0022866937331163803,1.0,0.9882719442917354,0.0
RO,2018,0.3740041197720223,0.005423169825343738,0.9374340256645134,0.031888992559251574,0.02194063748510964,0.0013309426391368226,1.0,0.987198617764863,0.006816572237960341
RS,2016,0.37382758103710756,0.1371643905611297,0.9994205300206966,0.004361416834157979,0.059917869144801815,0.03611712295224404,0.8071485729527874,0.9464907458310428,0.0
RS,2018,0.3738044040176268,0.14041596989966554,0.9994328967580598,0.004355970633093642,0.059626574589168105,0.033933113220960175,0.8071485729527874,0.9455221340872798,0.0
RO,2020,0.3737959270166144,0.006366708472686734,0.9350993623180213,0.03136640481166913,0.02071151655524058,0.0014731204878279964,1.0,0.9885337312495092,0.006816572237960341
RS,2014,0.37370616421682756,0.13586521042363434,0.9994196466823135,0.004363149716314813,0.05993918338057989,0.03623955387750589,0.8071485729527874,0.9466739967014843,0.0
DF,2000,0.3735486863479688,0.001637402452619844,0.9999734998485075,7.426637815003944e-07,0.0,0.0017258811077234166,1.0,0.9850519647111181,0.0
DF,2010,0.3734656315720951,0.0018841740988480118,0.9999328662828856,4.951091876669301e-07,0.0,0.0017456280311527466,1.0,0.9841618890546873,0.0
DF,2012,0.37341228681481475,0.0019872375510962465,0.9999337496212687,2.475545938334642e-07,0.0,0.0016863872608647572,1.0,0.9836906725306945,0.0
DF,2014,0.3733876442990499,0.0019930439427722035,0.9999416996667164,2.475545938334642e-07,0.0,0.0016587415680636957,1.0,0.9835074216602528,0.0
DF,2016,0.3733876442990499,0.0019930439427722035,0.9999416996667164,2.475545938334642e-07,0.0,0.0016587415680636957,1.0,0.9835074216602528,0.0
DF,2018,0.3733807395490015,0.002007559921962096,0.9999425830050995,2.475545938334642e-07,0.0,0.0016666403374354275,1.0,0.9834288855729207,0.0
RS,2012,0.37300258894592686,0.13255992196209587,0.9994205300206966,0.0043926087129809955,0.06011798613627375,0.03355002290643118,0.8071485729527874,0.9468310688761485,0.0
RS,2010,0.37250801166111025,0.13005736714975843,0.9994063966065673,0.00441290818967534,0.06029442064354783,0.03298526089635235,0.8058148839690584,0.9470928558339223,0.0
TO,2000,0.37242091335081334,0.00429963303604608,0.9640498944852302,0.007219929729152995,0.005957328899972292,0.005450150866495,0.9997332622032542,0.9925390717034477,0.00011803588290840416
RS,2020,0.37235228221040645,0.14268917224080266,0.9994337800964429,0.00434359290340197,0.05910555993681513,0.03319852766938911,0.8068818351560416,0.9331657896803581,0.0
TO,2020,0.37204106312612123,0.02205557878112226,0.9475544335195116,0.006210897204687793,0.0034931664191847067,0.006796891044375287,0.9997332622032542,0.9903662399539255,0.00011803588290840416
RS,2000,0.3716387725178436,0.11996585841694538,0.9994099299600996,0.004499799852110886,0.06135539593561206,0.03285098181703291,0.8058148839690584,0.9492133301918898,0.0
TO,2018,0.37160061766694236,0.02018737225938313,0.9481771870795861,0.006265854324518822,0.003593816977025622,0.006038609184689026,0.9997332622032542,0.9886908034241734,0.00011803588290840416
RJ,2000,0.37159460378976183,0.0009072486993682646,0.9948024369539312,0.0021406045728779685,0.02608033572289599,0.008068592913224119,1.0,0.9407576114557973,0.0
TO,2016,0.3715437986099543,0.017694978632478636,0.9496276287046108,0.006391612058186222,0.003759594366410659,0.006046507954060757,0.9997332622032542,0.9889787690777245,0.00011803588290840416
RJ,2010,0.37152494089807514,0.0008259592159048681,0.9946301859692298,0.0020014788911435614,0.02657411551842142,0.008064643528538255,1.0,0.9401031440613629,0.0
RJ,2012,0.3714891150423816,0.0008346688034188035,0.9946248859389313,0.00196137504694254,0.026723315168867952,0.008084390451967583,1.0,0.9396842849289249,0.0
RJ,2016,0.3714671075360743,0.0007983788554440729,0.9946248859389313,0.0019606323831610397,0.026739892907806456,0.008112036144768645,1.0,0.9395010340584832,0.0
RJ,2014,0.37146424425702973,0.0008157980304719436,0.9946248859389313,0.00196137504694254,0.02673041991412731,0.008080441067281717,1.0,0.9395010340584832,0.0
RJ,2020,0.3713942878961388,0.0008695071534745449,0.9945533355299014,0.0019730101128527127,0.026481753830049755,0.00811598552945451,1.0,0.9391607110133773,0.0
