Estado,Ano,perfil_conservador_Fuzzy_Score,perfil_produtivista_Fuzzy_Score,perfil_especulativo_Fuzzy_Score,perfil_exportador_Fuzzy_Score
PI,2016,0.21575218189325973,0.21304211397418665,0.5071515951562642,0.16248595216855072
PI,2014,0.21563194062865818,0.2125048548368093,0.507043728689491,0.16194422714402862
MS,2016,0.2153842330125119,0.23135695040467077,0.47747257836061596,0.2057806298163226
PI,2012,0.2152967543850052,0.2115497229050162,0.5067680000527438,0.16097812755577928
RS,2000,0.21516988616428187,0.2455493648313111,0.5103612192382836,0.1953538783407006
PI,2010,0.2149206379326571,0.21013600537509208,0.5063649057092564,0.15955247918671103
MS,2014,0.21477542297331795,0.2296587785850089,0.47630470209697773,0.20404987391070334
PI,2000,0.21418820178074105,0.20795507343854752,0.5057180201764789,0.15735675094615817
MS,2000,0.21410145174090342,0.22319202480912168,0.47413804785033137,0.1975936811615539
MS,2010,0.21333404418441337,0.22449337835071137,0.47284103485764795,0.19919203635071034
PE,2018,0.21323709489397916,0.2095786679176477,0.50553402228372,0.15971451019883245
MS,2012,0.2132255996991434,0.22528847706111865,0.4731859975704076,0.19974648747507512
PE,2020,0.21320487049608264,0.2095601791820588,0.5054044871484731,0.15969682012205746
PE,2014,0.21319013407950646,0.20954734064879488,0.5056116925999327,0.15967975901147582
PE,2016,0.21310566919455515,0.20948528533970656,0.5054927479071646,0.15962274576490118
PE,2012,0.2130179372941873,0.20952261910616485,0.5055957964444704,0.15965012452762867
MA,2010,0.21273818310573334,0.2062101821218424,0.48596316745330126,0.16778146480725087
RO,2000,0.2123267998805151,0.20368219998239417,0.49532038702412684,0.1539006495895425
CE,2020,0.21219667839119816,0.20608861189016803,0.5022579543518493,0.15586632632249636
CE,2012,0.21181822628011748,0.20563627223859166,0.5014788132834646,0.15541059029683887
CE,2018,0.21177466806720352,0.20567999670271114,0.5013427258831277,0.15545659261979222
CE,2016,0.2117266128087588,0.20562730668257645,0.5013586581150279,0.15540541633694907
PE,2010,0.21168993345957146,0.20854830425559304,0.5047163449928207,0.15867367170928112
CE,2014,0.21168957562938268,0.20556152926632382,0.5013272474907677,0.15533986706383052
AC,2000,0.21156483464096776,0.2037826731975131,0.5024901432456765,0.15223539225403596
MA,2020,0.21154602308066173,0.2079970962024582,0.484302141581507,0.17003043446227606
CE,2010,0.2115016299817336,0.20521795190444497,0.501403649925334,0.15498063910066762
MA,2016,0.2113505839588213,0.20665340554455122,0.48342838639587465,0.16863953648051958
MA,2012,0.21132618836811926,0.20544150978274972,0.48375936767776706,0.1673068016513895
MA,2014,0.2113056744034187,0.2061083178263876,0.48342036710516495,0.16806959900234988
MA,2018,0.21113231723546338,0.2071932252983201,0.48327461737001887,0.16918762701283546
AC,2010,0.21101774176531732,0.2034078987857374,0.5012875633518528,0.15211914157339165
AC,2012,0.210998156972381,0.20339343100536283,0.5012482305919652,0.15211244457487072
AC,2014,0.21097555387376543,0.20338795834384135,0.5011047167157298,0.15214469433914293
AC,2018,0.21093314019924037,0.2033782390281899,0.5009721211767565,0.15217983983765035
AC,2016,0.21091652066066313,0.20334668119445298,0.5009973980008582,0.15212381574052777
AC,2020,0.21088452628784826,0.20336529546817964,0.5008919641970102,0.15220667946370342
SC,2000,0.21053381287144907,0.20933032777881072,0.5035412366465575,0.1591202068235852
SC,2016,0.21033243495480491,0.20976642811898583,0.5033640308319676,0.1595567203823421
SC,2010,0.21030074277254915,0.20970727617117865,0.503396667985363,0.15949588785226015
SC,2014,0.210284468361403,0.20972961887765343,0.5033561326607505,0.15951860892435576
SC,2018,0.21027875288349884,0.20986902204223,0.5033311904698274,0.1596580866301187
SC,2012,0.2102731088767281,0.20971936403066224,0.5033625961564454,0.1595083416996349
PE,2000,0.21022165140502352,0.20741798307150344,0.503825122709037,0.1575346440641915
CE,2000,0.20974170329549838,0.20391651849450582,0.500325704891895,0.15366823131623153
SC,2020,0.20967951680576444,0.2093891393897494,0.501772302124872,0.15917762418888126
AP,2020,0.20938885290410517,0.2037249406725772,0.5033039951041178,0.15280461571249393
AP,2018,0.2093142891891562,0.20362791849681228,0.5030895186873277,0.15270720110364802
AP,2016,0.20930223624645447,0.2035996101906374,0.5030748238937066,0.15267800863466544
AP,2014,0.2092817667704438,0.20357644927925642,0.5030519304793359,0.1526640396106103
AP,2012,0.20926620524903453,0.20350018369737574,0.5030132244668235,0.15259217468864622
AP,2010,0.20923094098278802,0.20347112486187993,0.5029891960104271,0.15255888463413453
AP,2000,0.20914596933011723,0.2033987262402663,0.5029573052946498,0.15247237842356276
PB,2020,0.20851640152989873,0.20620653048672283,0.5044730144345483,0.15619840645445465
RO,2010,0.2084940943249814,0.2012731131122299,0.4881442233472427,0.1529252661116558
PB,2018,0.2084387217660814,0.20611956868660156,0.5042746159834988,0.1561114924755216
PB,2016,0.20840059858425913,0.2060985740135845,0.5042794049612077,0.15609094988488711
PB,2014,0.20837227343449868,0.20608748140842667,0.5043051105054353,0.15607956048902494
RO,2012,0.20822251445216025,0.20117643312842726,0.487593984329444,0.15299058774471286
PB,2012,0.20821351606238583,0.20598220257040858,0.5042158085360828,0.15597294230116382
RO,2016,0.20770102568002757,0.20151064335007074,0.48649070390888244,0.1536239366238331
RO,2014,0.20766187087318097,0.20089452850477552,0.48652691644727564,0.15293074141778187
PB,2010,0.20739461600968928,0.20542257697674868,0.5037083899735079,0.15541202097496362
RO,2018,0.20738474244743726,0.20147031587697783,0.48598036171813275,0.15368582218958562
PB,2000,0.20699262213071115,0.20510096293130495,0.5034546269613034,0.1550880213662692
RO,2020,0.2069925678653033,0.2015200675926221,0.48546080745110753,0.1538784364599336
SE,2014,0.20468583340086735,0.2036064915066212,0.502283395220663,0.15374568246876003
SE,2012,0.20448618285620798,0.2034689439736159,0.5021522712197095,0.15360805363564647
ES,2020,0.20441234039861095,0.20338253665758557,0.4998419213631574,0.15376637311468958
ES,2000,0.20429702406497877,0.2026177504001762,0.4992998524239739,0.1529977773463797
ES,2018,0.20425661718825033,0.20323949200009944,0.4993990692670597,0.15362476317461488
ES,2012,0.2042512375950561,0.2032284981977849,0.4993825238512931,0.1536176512668027
ES,2016,0.20424826862983286,0.20322706402509108,0.49937931689089854,0.15361497452675651
ES,2014,0.20424558054933306,0.20322922895841777,0.4993752315066581,0.15361866109641065
AL,2016,0.20424141218173925,0.2048159238527072,0.5021279506843478,0.1549186287666432
SE,2010,0.20423578313865148,0.20305452726167578,0.5019130207242969,0.1531958593371242
AL,2018,0.20423096672803825,0.2048032335352391,0.5021180155874206,0.15490614859577162
ES,2010,0.20421818712400486,0.20313547176865482,0.4993454423870105,0.15352375501713328
SE,2000,0.2041702332977961,0.20296993866021404,0.5019533569104396,0.15309019242722668
AL,2014,0.20416576654496132,0.20475435106860684,0.5020820673222381,0.15485729088459876
AL,2020,0.20416135275022237,0.20471580771590825,0.5019319106509346,0.15481864147633254
SE,2016,0.20412383442669432,0.20303018534283326,0.5017172109255946,0.15316981628443316
SE,2018,0.204113825833547,0.20303099657636986,0.5017041342172208,0.1531711575209996
AL,2012,0.2040697218158879,0.2046708288896382,0.5020351023416468,0.15477304010930876
SE,2020,0.20399807701387992,0.2029269878059338,0.5014268458042112,0.15306681482667006
AL,2000,0.203995790097863,0.20456670151501768,0.501998630204336,0.1546652559195484
AL,2010,0.20398962290651323,0.2045786680358928,0.5019761204869976,0.15467969099351297
RN,2012,0.20253888089728936,0.20108040781818948,0.49720095234637496,0.15114776505893968
RN,2014,0.20250499493614038,0.2010761017627837,0.49712345246533785,0.15114685985630877
RN,2016,0.2024353364556835,0.20100831190701293,0.4969974342704353,0.1510783050954522
RN,2018,0.20239629592076155,0.20101449431499135,0.49693974293240983,0.15108339739791196
RJ,2000,0.2023733698054012,0.20050997706883014,0.49331941343035396,0.15066282499248965
RN,2020,0.20235252731027192,0.20099041155292316,0.4968820061678021,0.15105922630200547
RJ,2010,0.2023470292459686,0.20046258328016336,0.49319244507616933,0.15063100003714472
RJ,2012,0.2023397380778893,0.20045747842848471,0.49314221690830873,0.15062816537919102
RJ,2016,0.20233335725519622,0.20043814798256854,0.493113633862342,0.15060887206646392
RJ,2014,0.20232916176115856,0.20044108311184122,0.4931122141978578,0.15061177006254753
RJ,2020,0.20228188375678785,0.20041824691228455,0.4930276083312338,0.15059192963014684
RJ,2018,0.20227935502761624,0.2004163160663276,0.4930065368041847,0.15058862312558247
RN,2010,0.20208435613787523,0.20072797714543872,0.49694545831642883,0.15079386367570247
RN,2000,0.20153936305602346,0.20025708360019479,0.4967843626127883,0.1503153748352863
TO,2000,0.2003374739194695,0.1996130038961294,0.49059607991036325,0.1510613162737011
DF,2020,0.19995195652298187,0.2004425026891689,0.4987530863359336,0.15044563854042886
TO,2020,0.1998845577071535,0.20474454902737466,0.4877722632372436,0.15706808607945555
DF,2000,0.1996727934309616,0.2000775715786051,0.4981681174062635,0.15007885945299065
DF,2010,0.1996517912283369,0.20012966303459614,0.4980613816719299,0.1501329949649925
DF,2012,0.19962966469927906,0.20014146709064595,0.49800047488019505,0.15014476723185283
DF,2014,0.19961773094554916,0.20013265753905893,0.4979734786527344,0.15013556017799343
DF,2016,0.19961773094554916,0.20013265753905893,0.4979734786527344,0.15013556017799343
DF,2018,0.1996165288883456,0.20013541533714377,0.49796493051496515,0.1501382738091591
TO,2018,0.19959408302517195,0.20391550252999746,0.4873672754293408,0.15620515404808302
TO,2016,0.19956806485157524,0.20310793091365809,0.4875016871100876,0.15531877246380907
TO,2014,0.19932918335885602,0.2023039597349999,0.4871908500934969,0.15451624842117315
TO,2010,0.19917995461930293,0.20028953548851203,0.48712235083182215,0.15241916264563432
TO,2012,0.19910792725969956,0.2005013958905878,0.48694331411200403,0.15267293234391482
GO,2000,0.19840493261360603,0.2161627898615354,0.47034296276688675,0.17177705610160968
GO,2020,0.19721543712593556,0.22548405842661015,0.4692131647998014,0.18200259191014262
GO,2018,0.19622411422149777,0.22377156516003857,0.46691291360929876,0.18032259370883646
GO,2016,0.1958429362946822,0.2225921956656216,0.46623070372727665,0.17920027832608157
GO,2014,0.19576722503215632,0.2221208351701624,0.46601228578782095,0.17874720631461316
GO,2010,0.1955609379173613,0.2188166244405962,0.4654932306232051,0.17539076201088186
GO,2012,0.1953880005218637,0.21993179177855934,0.46510817573593355,0.17662298291085918
